Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
610,645,4,2017-01-02,2017-01-21
610,3180,6,2017-01-13,2017-02-03
611,657,3,2017-01-02,2017-01-17
615,641,3,2017-01-02,2017-02-23
631,697,3,2017-01-02,2017-01-17
631,1971,3,2017-02-06,2017-02-27
631,4038,3,2017-02-06,2017-02-27
682,684,3,2017-01-02,2017-01-17
689,697,4,2017-01-02,2017-02-13
690,2197,4,2017-01-20,2017-01-31
697,2185,3,2017-01-15,2017-02-13
701,721,5,2017-01-02,2017-01-12
703,740,5,2017-01-02,2017-01-12
707,721,5,2017-01-02,2017-01-12
714,800,3,2017-01-02,2017-01-08
716,719,5,2017-01-02,2017-01-12
720,782,3,2017-01-02,2017-01-08
727,785,5,2017-01-02,2017-01-12
731,772,5,2017-01-02,2017-01-12
735,767,3,2017-01-02,2017-01-08
737,1026,3,2017-01-04,2017-01-12
739,771,8,2017-01-02,2017-01-29
739,1051,3,2017-01-04,2017-01-12
745,767,3,2017-01-02,2017-01-08
749,1029,3,2017-01-04,2017-01-12
752,1001,6,2017-01-04,2017-01-29
752,1044,3,2017-01-04,2017-01-12
759,1095,6,2017-01-04,2017-01-29
761,778,5,2017-01-02,2017-01-12
764,797,7,2017-01-02,2017-02-19
764,1026,3,2017-01-04,2017-01-12
771,1002,3,2017-01-04,2017-01-12
771,1028,3,2017-02-15,2017-02-26
804,867,3,2017-01-02,2017-01-27
827,859,3,2017-01-02,2017-01-27
841,851,3,2017-01-02,2017-01-27
851,899,4,2017-01-02,2017-02-16
859,3702,3,2017-01-27,2017-02-19
874,3751,3,2017-01-27,2017-02-19
905,967,4,2017-01-02,2017-02-20
905,2912,5,2017-01-25,2017-02-25
910,967,4,2017-01-02,2017-02-20
910,4376,3,2017-02-20,2017-02-25
911,925,3,2017-01-02,2017-02-15
916,999,3,2017-01-02,2017-01-25
923,1384,4,2017-02-13,2017-02-26
923,3554,4,2017-02-13,2017-02-26
928,1367,4,2017-01-25,2017-02-10
930,1371,6,2017-01-25,2017-03-01
933,1464,3,2017-02-04,2017-02-10
946,3648,4,2017-02-13,2017-02-26
947,1800,3,2017-02-05,2017-02-18
972,2255,4,2017-02-13,2017-02-23
994,2968,5,2017-01-25,2017-02-26
994,3152,3,2017-02-04,2017-02-10
994,4346,3,2017-02-07,2017-02-26
1015,1055,3,2017-01-02,2017-01-08
1029,1073,5,2017-01-02,2017-01-12
1064,1098,3,2017-01-02,2017-01-08
1066,2608,4,2017-01-13,2017-02-03
1213,1221,3,2017-01-03,2017-01-22
1223,3966,4,2017-01-22,2017-02-27
1243,1300,5,2017-01-03,2017-02-03
1297,2545,3,2017-01-24,2017-02-03
1310,2968,5,2017-01-25,2017-02-26
1313,3509,3,2017-02-13,2017-02-21
1315,1376,3,2017-01-03,2017-02-25
1362,1368,3,2017-01-03,2017-01-25
1387,2334,3,2017-02-13,2017-02-21
1391,1394,5,2017-01-03,2017-02-10
1465,2867,4,2017-02-02,2017-02-10
1509,1599,3,2017-01-07,2017-01-22
1524,2222,3,2017-02-15,2017-02-23
1533,1536,3,2017-01-07,2017-02-23
1581,3974,3,2017-01-22,2017-02-03
1598,3104,4,2017-01-26,2017-02-11
1673,2667,5,2017-01-26,2017-02-17
1874,2770,3,2017-01-16,2017-02-17
1879,1886,3,2017-01-08,2017-01-20
1902,1977,3,2017-01-08,2017-01-14
1904,1930,3,2017-01-08,2017-01-14
1904,1984,3,2017-01-08,2017-01-14
1906,1914,3,2017-01-08,2017-01-14
1906,1941,3,2017-01-08,2017-01-14
1910,1940,3,2017-01-08,2017-01-14
1912,1997,3,2017-01-08,2017-01-14
1913,1931,3,2017-01-08,2017-01-14
1914,1950,3,2017-01-08,2017-01-14
1919,1999,3,2017-01-08,2017-01-14
1920,1992,3,2017-01-08,2017-01-14
1923,1975,6,2017-01-08,2017-02-23
1927,1949,3,2017-01-08,2017-01-14
1936,1966,3,2017-01-08,2017-01-14
1940,1970,3,2017-01-08,2017-01-14
1944,1955,3,2017-01-08,2017-01-14
1949,1964,3,2017-01-08,2017-01-14
1949,1994,3,2017-01-08,2017-01-14
1961,1984,4,2017-01-08,2017-02-06
1963,1997,3,2017-01-08,2017-01-14
1965,1995,3,2017-01-08,2017-01-14
1968,1994,3,2017-01-08,2017-01-14
1973,1984,3,2017-01-08,2017-01-14
1978,1987,3,2017-01-08,2017-01-14
1980,1981,3,2017-01-08,2017-01-14
2017,2801,3,2017-01-22,2017-02-02
2120,2131,4,2017-01-09,2017-01-17
2130,2165,4,2017-01-09,2017-01-17
2139,2194,3,2017-01-09,2017-01-25
2144,2169,4,2017-01-09,2017-01-17
2164,2194,4,2017-01-09,2017-02-17
2175,3151,4,2017-01-20,2017-01-31
2176,2180,3,2017-01-09,2017-01-25
2197,3491,3,2017-01-23,2017-01-31
2202,2243,3,2017-01-09,2017-01-22
2202,2294,3,2017-01-09,2017-01-22
2210,2242,3,2017-01-09,2017-01-22
2212,2427,3,2017-02-13,2017-02-21
2214,2233,3,2017-01-09,2017-01-22
2221,2334,3,2017-02-13,2017-02-21
2231,2274,3,2017-01-09,2017-01-22
2232,2256,3,2017-01-09,2017-01-22
2232,2274,3,2017-01-09,2017-01-22
2236,2300,3,2017-01-09,2017-01-28
2250,2289,3,2017-01-09,2017-01-22
2254,2284,4,2017-01-09,2017-02-13
2260,2293,3,2017-01-09,2017-01-28
2273,2284,6,2017-01-09,2017-02-21
2290,2293,3,2017-01-09,2017-01-28
2295,2297,3,2017-01-09,2017-01-28
2315,2437,4,2017-01-29,2017-02-21
2332,2379,3,2017-01-09,2017-02-06
2402,2465,3,2017-01-09,2017-02-06
2405,2467,6,2017-01-09,2017-02-21
2405,2485,3,2017-01-09,2017-01-29
2405,3577,3,2017-02-13,2017-02-21
2409,2446,3,2017-01-09,2017-02-06
2409,2486,3,2017-01-09,2017-02-06
2421,2466,3,2017-01-09,2017-02-23
2436,2460,4,2017-01-09,2017-02-13
2472,2481,3,2017-01-09,2017-02-06
2503,2531,3,2017-01-10,2017-01-24
2504,2598,3,2017-01-10,2017-02-01
2510,2525,3,2017-01-10,2017-01-24
2514,2576,4,2017-01-10,2017-02-03
2525,2546,3,2017-01-10,2017-01-24
2531,4469,3,2017-02-10,2017-02-17
2560,2567,5,2017-01-10,2017-02-03
2573,4411,3,2017-02-10,2017-02-17
2644,2654,3,2017-01-10,2017-01-25
2644,2689,3,2017-01-10,2017-01-25
2660,3547,3,2017-02-15,2017-02-23
2663,3968,3,2017-01-22,2017-02-23
2699,4429,3,2017-02-10,2017-02-17
2725,2760,3,2017-01-10,2017-02-15
2776,2941,3,2017-02-04,2017-02-10
2783,4083,4,2017-02-07,2017-03-01
2789,4042,4,2017-02-07,2017-03-01
2789,4309,4,2017-02-07,2017-03-01
2793,4628,3,2017-02-07,2017-02-28
2801,2803,3,2017-01-10,2017-01-24
2802,4040,3,2017-02-20,2017-02-25
2857,2869,3,2017-01-10,2017-02-02
2911,4331,3,2017-02-20,2017-02-25
2912,4020,3,2017-02-20,2017-02-25
2924,3589,3,2017-02-13,2017-02-21
2951,3554,4,2017-02-13,2017-02-26
3019,3093,3,2017-01-10,2017-01-22
3071,3075,3,2017-01-10,2017-01-22
3104,4499,3,2017-02-10,2017-02-17
3122,3155,4,2017-01-11,2017-01-29
3122,3440,3,2017-01-23,2017-01-31
3132,3191,3,2017-01-11,2017-01-17
3153,3177,4,2017-01-11,2017-02-06
3421,3461,5,2017-01-13,2017-01-31
3421,3493,4,2017-01-13,2017-01-29
3510,3639,3,2017-02-13,2017-02-21
3518,3924,3,2017-02-10,2017-02-26
3560,3580,3,2017-01-15,2017-02-13
3710,3719,3,2017-01-19,2017-02-16
3822,4540,3,2017-02-02,2017-02-27
3858,4522,4,2017-02-02,2017-02-24
3931,3978,4,2017-01-19,2017-02-03
4006,4074,3,2017-01-20,2017-01-29
4015,4041,3,2017-01-20,2017-01-29
4017,4399,5,2017-01-31,2017-03-01
4046,4377,4,2017-01-31,2017-02-25
4046,4396,3,2017-01-28,2017-02-20
4056,4098,3,2017-01-20,2017-01-29
4059,4075,4,2017-01-20,2017-02-10
4215,4245,3,2017-01-22,2017-02-24
4227,4297,3,2017-01-22,2017-02-24
4230,4271,3,2017-01-22,2017-02-24
4233,4237,3,2017-01-22,2017-02-24
4251,4281,3,2017-01-22,2017-02-24
4305,4399,4,2017-01-24,2017-02-10
4307,4379,5,2017-01-24,2017-02-26
4311,4365,3,2017-01-24,2017-01-29
4314,4342,3,2017-01-24,2017-01-29
4321,4349,3,2017-01-24,2017-02-20
4321,4359,5,2017-01-24,2017-02-25
4330,4333,3,2017-01-24,2017-02-20
4334,4343,3,2017-01-24,2017-01-29
4338,4381,3,2017-01-24,2017-01-29
4376,4379,3,2017-01-24,2017-02-20
4414,4466,3,2017-01-29,2017-02-11
4417,4449,4,2017-01-29,2017-02-26
4423,4464,4,2017-01-29,2017-02-26
4449,4467,3,2017-01-29,2017-02-11
4460,4465,4,2017-01-29,2017-02-26
4478,4499,3,2017-01-29,2017-02-11
4488,4491,3,2017-01-29,2017-02-11
4521,4583,3,2017-01-29,2017-02-14
4609,4611,5,2017-02-02,2017-02-28
4609,4696,5,2017-02-02,2017-02-28
4614,4632,3,2017-02-02,2017-02-07
4614,4675,5,2017-02-02,2017-02-28
4618,4650,3,2017-02-02,2017-02-07
4618,4686,3,2017-02-02,2017-02-07
4668,4690,4,2017-02-02,2017-02-27
4941,4969,3,2017-02-09,2017-02-28
5124,5157,3,2017-02-12,2017-02-19
5178,5191,3,2017-02-12,2017-03-01
5342,5395,3,2017-02-13,2017-02-27
5412,5481,3,2017-02-17,2017-03-01
5423,5479,3,2017-02-17,2017-03-01
5429,5495,3,2017-02-17,2017-03-01
5468,5494,3,2017-02-17,2017-03-01
5483,5490,3,2017-02-17,2017-03-01
5498,5499,3,2017-02-17,2017-03-01
106,186,3,2017-01-01,2017-02-06
141,2437,4,2017-01-29,2017-02-21
141,3679,5,2017-01-29,2017-02-26
205,610,6,2017-01-13,2017-02-03
208,215,3,2017-01-01,2017-01-17
212,234,3,2017-01-01,2017-01-17
215,605,3,2017-01-13,2017-01-21
217,267,3,2017-01-01,2017-01-17
218,3122,4,2017-01-20,2017-01-31
226,688,3,2017-01-13,2017-01-24
230,665,3,2017-01-13,2017-01-21
248,3104,6,2017-01-13,2017-02-03
274,276,5,2017-01-01,2017-01-24
275,369,3,2017-01-26,2017-02-27
293,624,4,2017-01-13,2017-01-24
294,624,3,2017-01-13,2017-01-21
308,760,3,2017-01-04,2017-01-12
313,3408,3,2017-02-17,2017-02-27
314,3933,3,2017-01-22,2017-02-03
318,396,3,2017-01-01,2017-01-22
324,795,3,2017-01-04,2017-01-12
328,368,6,2017-01-01,2017-01-17
330,774,3,2017-01-04,2017-01-12
334,781,3,2017-01-04,2017-01-12
345,389,3,2017-01-01,2017-01-10
360,746,4,2017-01-04,2017-01-17
362,1051,4,2017-01-03,2017-01-12
374,760,6,2017-01-04,2017-01-29
376,751,3,2017-01-04,2017-01-12
376,762,3,2017-01-04,2017-01-12
378,385,6,2017-01-01,2017-02-17
381,5198,3,2017-02-17,2017-02-23
382,773,4,2017-01-04,2017-02-17
382,785,3,2017-01-04,2017-01-12
382,1095,4,2017-01-03,2017-01-12
395,701,4,2017-01-04,2017-01-17
398,1602,3,2017-01-10,2017-01-24
403,471,4,2017-01-01,2017-01-30
407,1394,3,2017-02-04,2017-02-10
414,435,5,2017-01-01,2017-02-15
427,3104,3,2017-01-24,2017-02-03
440,1293,3,2017-01-24,2017-02-03
442,2595,3,2017-01-24,2017-02-23
471,2536,3,2017-01-21,2017-01-30
536,575,3,2017-01-02,2017-01-20
601,677,3,2017-01-02,2017-01-17
610,680,4,2017-01-02,2017-01-21
613,1034,3,2017-01-21,2017-02-15
627,3104,3,2017-01-13,2017-02-17
646,650,4,2017-01-02,2017-01-21
649,3182,3,2017-01-20,2017-01-29
650,2563,4,2017-01-21,2017-02-03
655,2178,3,2017-01-20,2017-01-29
656,700,3,2017-01-02,2017-02-26
657,3149,3,2017-01-13,2017-01-21
659,681,3,2017-01-02,2017-01-17
687,2138,3,2017-01-25,2017-02-10
690,2106,3,2017-01-20,2017-01-29
694,2130,3,2017-01-15,2017-02-06
698,3192,3,2017-01-13,2017-01-21
699,2170,3,2017-01-25,2017-02-10
701,2186,3,2017-01-23,2017-01-31
701,3440,4,2017-01-17,2017-01-31
707,759,5,2017-01-02,2017-01-12
708,754,3,2017-01-02,2017-01-08
716,3476,3,2017-01-17,2017-01-29
718,789,3,2017-01-02,2017-01-08
719,749,6,2017-01-02,2017-02-17
734,743,5,2017-01-02,2017-01-12
735,1048,3,2017-01-08,2017-02-19
739,3436,3,2017-01-17,2017-01-29
740,3167,3,2017-01-23,2017-01-31
741,798,3,2017-01-02,2017-01-08
746,1056,6,2017-01-04,2017-01-29
760,1007,3,2017-01-04,2017-01-12
762,763,6,2017-01-02,2017-01-17
763,764,6,2017-01-02,2017-01-17
766,1044,3,2017-01-04,2017-01-12
792,1051,3,2017-01-04,2017-01-12
801,806,3,2017-01-02,2017-01-27
802,845,3,2017-01-02,2017-01-27
805,823,3,2017-01-02,2017-01-27
832,878,3,2017-01-02,2017-01-27
833,852,3,2017-01-02,2017-01-27
838,876,3,2017-01-02,2017-01-27
841,874,3,2017-01-02,2017-01-27
845,879,3,2017-01-02,2017-01-27
905,962,6,2017-01-02,2017-02-25
913,2959,4,2017-01-25,2017-02-10
915,945,3,2017-01-02,2017-02-04
918,2912,3,2017-01-25,2017-02-20
920,2951,3,2017-02-13,2017-02-21
920,3639,4,2017-02-13,2017-02-23
923,2255,3,2017-02-13,2017-02-21
927,999,3,2017-01-02,2017-01-25
932,989,3,2017-01-02,2017-02-15
933,4063,3,2017-02-07,2017-02-26
967,2911,3,2017-01-25,2017-02-20
979,4376,3,2017-02-20,2017-02-25
1014,4452,3,2017-02-10,2017-02-17
1036,1100,4,2017-01-02,2017-02-23
1082,1888,3,2017-02-02,2017-02-20
1126,1181,3,2017-01-03,2017-02-17
1211,1275,3,2017-01-03,2017-01-22
1212,1507,3,2017-01-13,2017-01-31
1247,1598,4,2017-01-13,2017-02-03
1248,2783,4,2017-02-02,2017-02-10
1252,1271,4,2017-01-03,2017-02-23
1287,1542,4,2017-01-13,2017-02-03
1288,4329,3,2017-02-20,2017-02-25
1322,2717,3,2017-02-04,2017-02-10
1330,1347,4,2017-01-03,2017-02-21
1330,3681,3,2017-02-13,2017-02-21
1353,1396,3,2017-01-03,2017-02-15
1405,2793,3,2017-01-20,2017-02-27
1432,2776,4,2017-02-02,2017-02-10
1436,1437,3,2017-01-04,2017-02-18
1463,1489,4,2017-01-04,2017-02-13
1484,2906,3,2017-02-04,2017-02-10
1498,2793,4,2017-01-20,2017-02-28
1504,1576,3,2017-01-07,2017-01-22
1509,3971,3,2017-01-22,2017-02-23
1524,1595,3,2017-01-07,2017-01-22
1562,1570,3,2017-01-07,2017-01-25
1574,1588,3,2017-01-07,2017-02-23
1616,1670,3,2017-01-07,2017-02-02
1626,3137,3,2017-02-01,2017-02-28
1673,2514,3,2017-01-24,2017-02-03
1702,4164,3,2017-02-15,2017-03-01
1783,1791,3,2017-01-08,2017-02-10
1808,1827,3,2017-01-08,2017-02-07
1813,4022,3,2017-02-20,2017-02-25
1855,1877,4,2017-01-08,2017-02-13
1867,4695,3,2017-02-07,2017-02-28
1909,1998,3,2017-01-08,2017-01-14
1918,1967,3,2017-01-08,2017-01-14
1921,1933,3,2017-01-08,2017-01-14
1923,1989,3,2017-01-08,2017-01-14
1924,1933,3,2017-01-08,2017-01-14
1928,1980,3,2017-01-08,2017-01-14
1928,1996,3,2017-01-08,2017-01-14
1929,1962,3,2017-01-08,2017-01-14
1929,1968,3,2017-01-08,2017-01-14
1931,1938,3,2017-01-08,2017-01-14
1932,1966,3,2017-01-08,2017-01-14
1943,1978,3,2017-01-08,2017-01-14
1947,1990,3,2017-01-08,2017-01-14
1947,4319,3,2017-02-06,2017-02-27
1949,1979,3,2017-01-08,2017-01-14
1950,1987,3,2017-01-08,2017-01-14
1955,1957,3,2017-01-08,2017-01-14
1957,1959,3,2017-01-08,2017-01-14
1971,3225,3,2017-02-06,2017-02-27
1977,1996,3,2017-01-08,2017-01-14
1984,3205,3,2017-02-06,2017-02-27
2031,2062,3,2017-01-09,2017-01-29
2107,2142,4,2017-01-09,2017-01-17
2117,2133,3,2017-01-09,2017-01-25
2124,2165,4,2017-01-09,2017-01-17
2139,2176,3,2017-01-09,2017-01-25
2205,3556,3,2017-01-22,2017-02-11
2207,2272,4,2017-01-09,2017-02-13
2208,2223,3,2017-01-09,2017-01-28
2219,2280,3,2017-01-09,2017-01-22
2221,2291,3,2017-01-09,2017-01-28
2231,2259,3,2017-01-09,2017-01-22
2233,2234,3,2017-01-09,2017-01-22
2258,2289,3,2017-01-09,2017-01-22
2263,3578,5,2017-01-28,2017-02-23
2273,2287,3,2017-01-09,2017-01-28
2281,2297,3,2017-01-09,2017-01-28
2293,2985,3,2017-02-13,2017-02-21
2299,3561,4,2017-01-22,2017-02-17
2299,4403,3,2017-02-10,2017-02-17
2299,4452,3,2017-02-10,2017-02-17
2334,2963,4,2017-02-13,2017-02-26
2356,2370,3,2017-01-09,2017-02-06
2402,2409,3,2017-01-09,2017-02-06
2404,2469,4,2017-01-09,2017-02-13
2407,3620,4,2017-01-29,2017-02-21
2412,2459,3,2017-01-09,2017-01-29
2412,2473,3,2017-01-09,2017-01-29
2427,3571,4,2017-02-13,2017-02-23
2429,2436,4,2017-01-09,2017-02-13
2441,3571,3,2017-02-13,2017-02-21
2451,2478,3,2017-01-09,2017-01-29
2461,2487,3,2017-01-09,2017-02-23
2502,3171,3,2017-01-21,2017-02-18
2520,2584,3,2017-01-10,2017-01-31
2521,2575,3,2017-01-10,2017-01-24
2524,4620,3,2017-02-04,2017-02-13
2531,4405,3,2017-02-10,2017-02-17
2533,2597,3,2017-01-10,2017-02-19
2563,2600,5,2017-01-10,2017-02-03
2570,2600,7,2017-01-10,2017-02-11
2574,2583,3,2017-01-10,2017-02-17
2586,3169,3,2017-01-24,2017-02-03
2600,3556,3,2017-02-10,2017-02-17
2606,2659,3,2017-01-10,2017-02-23
2642,2692,3,2017-01-10,2017-02-27
2663,3921,3,2017-01-22,2017-02-23
2674,4466,3,2017-02-10,2017-02-17
2717,3152,4,2017-02-02,2017-02-10
2783,2789,7,2017-01-10,2017-03-01
2789,4016,4,2017-02-07,2017-03-01
2868,2877,3,2017-01-10,2017-01-24
2877,3063,3,2017-01-22,2017-01-30
2934,2944,3,2017-01-10,2017-02-15
2935,3563,3,2017-02-13,2017-02-21
2960,2972,3,2017-01-10,2017-02-25
3039,3077,3,2017-01-10,2017-01-22
3114,3155,4,2017-01-11,2017-01-29
3146,3157,4,2017-01-11,2017-01-24
3149,3171,4,2017-01-11,2017-01-21
3169,3180,7,2017-01-11,2017-02-27
3171,3191,3,2017-01-11,2017-01-17
3195,3475,3,2017-01-23,2017-01-31
3317,3399,4,2017-01-13,2017-02-19
3407,3455,3,2017-01-13,2017-02-19
3430,3470,3,2017-01-13,2017-02-26
3436,3444,5,2017-01-13,2017-01-31
3437,3465,3,2017-01-13,2017-02-19
3464,3484,3,2017-01-13,2017-02-19
3507,3539,3,2017-01-15,2017-02-13
3536,3620,3,2017-02-13,2017-02-21
3540,3639,3,2017-02-13,2017-02-21
3548,3553,5,2017-01-15,2017-02-28
3548,4467,3,2017-02-10,2017-02-17
3561,4478,3,2017-02-10,2017-02-28
3565,4449,3,2017-02-10,2017-02-26
3580,3588,3,2017-01-15,2017-02-13
3623,3659,3,2017-01-15,2017-02-27
3739,3775,4,2017-01-19,2017-02-19
3801,3818,3,2017-01-19,2017-02-15
3807,3814,3,2017-01-19,2017-02-15
3808,3865,4,2017-01-19,2017-02-18
3809,3851,3,2017-01-19,2017-02-15
3824,4551,3,2017-02-02,2017-02-18
3858,3867,4,2017-01-19,2017-02-18
4002,4012,4,2017-01-20,2017-02-10
4014,4085,3,2017-01-20,2017-02-06
4024,4097,3,2017-01-20,2017-02-20
4025,4364,5,2017-01-31,2017-03-01
4032,4084,5,2017-01-20,2017-02-25
4039,4049,3,2017-01-20,2017-01-29
4057,4071,5,2017-01-20,2017-02-25
4060,4080,4,2017-01-20,2017-02-10
4072,4331,3,2017-01-31,2017-02-23
4081,4100,3,2017-01-20,2017-01-29
4087,4340,3,2017-01-31,2017-02-23
4090,4362,4,2017-01-31,2017-02-26
4203,4217,3,2017-01-22,2017-02-24
4204,4209,3,2017-01-22,2017-02-24
4204,4284,3,2017-01-22,2017-02-24
4215,4249,3,2017-01-22,2017-02-24
4215,4251,3,2017-01-22,2017-02-24
4229,4237,3,2017-01-22,2017-02-24
4230,4277,3,2017-01-22,2017-02-24
4241,4251,3,2017-01-22,2017-02-24
4260,4287,3,2017-01-22,2017-02-24
4261,4282,3,2017-01-22,2017-02-24
4308,4334,3,2017-01-24,2017-01-29
4311,4358,3,2017-01-24,2017-01-29
4313,4348,3,2017-01-24,2017-01-29
4318,4344,3,2017-01-24,2017-02-20
4322,4382,3,2017-01-24,2017-02-20
4326,4377,3,2017-01-24,2017-02-20
4329,4361,6,2017-01-24,2017-02-25
4345,4349,3,2017-01-24,2017-02-20
4355,4360,3,2017-01-24,2017-01-29
4364,4387,4,2017-01-24,2017-02-10
4365,4375,3,2017-01-24,2017-01-29
4387,4399,4,2017-01-24,2017-02-10
4414,4496,3,2017-01-29,2017-02-11
4516,4522,5,2017-01-29,2017-02-24
4516,5310,3,2017-02-14,2017-02-24
4611,4690,5,2017-02-02,2017-02-28
4615,4620,4,2017-02-02,2017-02-13
4674,4695,4,2017-02-02,2017-02-27
4688,4693,4,2017-02-02,2017-02-24
4916,4941,3,2017-02-09,2017-02-28
4925,4947,3,2017-02-09,2017-02-28
4979,4998,3,2017-02-09,2017-02-28
5001,5092,3,2017-02-12,2017-02-24
5152,5161,4,2017-02-12,2017-03-01
5154,5178,3,2017-02-12,2017-03-01
5175,5196,3,2017-02-12,2017-02-19
5312,5383,3,2017-02-13,2017-02-27
5312,5397,3,2017-02-13,2017-02-27
5335,5397,3,2017-02-13,2017-02-27
5401,5456,3,2017-02-17,2017-03-01
5416,5429,3,2017-02-17,2017-03-01
5446,5479,3,2017-02-17,2017-03-01
5478,5491,3,2017-02-17,2017-03-01
53,95,4,2017-01-01,2017-02-13
126,912,4,2017-02-13,2017-02-23
130,1330,4,2017-02-13,2017-02-23
141,2901,3,2017-02-13,2017-02-21
177,195,3,2017-01-01,2017-01-29
204,264,4,2017-01-01,2017-01-21
204,2939,3,2017-02-04,2017-02-10
204,3173,3,2017-01-13,2017-01-21
217,219,4,2017-01-01,2017-02-13
217,220,3,2017-01-01,2017-01-17
220,228,3,2017-01-01,2017-01-17
231,276,3,2017-01-01,2017-01-17
255,266,7,2017-01-01,2017-02-10
271,1005,4,2017-01-21,2017-02-14
281,751,3,2017-01-23,2017-01-31
286,3414,3,2017-01-23,2017-01-31
289,3188,4,2017-01-20,2017-01-31
312,335,3,2017-01-01,2017-01-08
313,1057,4,2017-01-03,2017-01-12
328,1035,4,2017-01-03,2017-01-12
334,766,4,2017-01-04,2017-01-17
346,352,3,2017-01-01,2017-01-08
348,373,3,2017-01-01,2017-01-08
362,703,3,2017-01-04,2017-01-12
364,755,6,2017-01-04,2017-01-29
368,3167,3,2017-01-23,2017-01-31
368,3402,4,2017-01-17,2017-01-31
381,759,3,2017-01-04,2017-01-12
395,795,3,2017-01-04,2017-01-12
415,1243,3,2017-01-24,2017-02-03
437,2959,3,2017-02-04,2017-02-10
438,493,3,2017-01-01,2017-01-24
443,3904,3,2017-01-26,2017-02-28
444,493,3,2017-01-01,2017-01-24
448,2528,3,2017-01-24,2017-02-23
456,1677,3,2017-01-21,2017-02-02
536,556,4,2017-01-02,2017-02-17
601,2567,3,2017-01-24,2017-02-03
604,627,4,2017-01-02,2017-02-01
609,3402,3,2017-01-23,2017-01-31
624,3199,3,2017-01-13,2017-01-24
628,2199,3,2017-01-20,2017-01-29
641,673,6,2017-01-02,2017-02-23
657,3145,3,2017-01-13,2017-01-21
679,3413,3,2017-01-23,2017-01-31
688,3157,3,2017-01-13,2017-01-24
703,766,5,2017-01-02,2017-01-12
708,728,3,2017-01-02,2017-01-08
708,775,4,2017-01-02,2017-02-26
709,795,5,2017-01-02,2017-01-12
715,789,3,2017-01-02,2017-01-08
719,760,5,2017-01-02,2017-01-12
721,746,5,2017-01-02,2017-01-12
731,1051,3,2017-01-04,2017-01-12
732,789,3,2017-01-02,2017-01-08
743,781,5,2017-01-02,2017-01-12
748,765,3,2017-01-02,2017-01-08
749,1045,3,2017-01-04,2017-01-12
752,3414,3,2017-01-17,2017-01-29
755,3476,3,2017-01-17,2017-01-29
761,1095,4,2017-01-04,2017-01-17
772,2197,3,2017-01-23,2017-01-31
791,1026,3,2017-01-04,2017-01-12
811,891,4,2017-01-02,2017-02-17
844,891,3,2017-01-02,2017-01-27
848,897,3,2017-01-02,2017-01-27
881,884,4,2017-01-02,2017-02-16
901,2968,4,2017-01-25,2017-02-10
905,918,4,2017-01-02,2017-02-20
912,2924,4,2017-02-13,2017-02-23
923,3639,3,2017-02-13,2017-02-21
930,1323,4,2017-01-25,2017-02-10
930,1696,5,2017-02-04,2017-03-01
930,4044,4,2017-02-07,2017-03-01
972,2910,4,2017-02-13,2017-02-23
988,2263,4,2017-02-13,2017-02-23
1001,3411,3,2017-01-17,2017-01-29
1006,1075,3,2017-01-02,2017-01-22
1014,3524,3,2017-02-10,2017-02-17
1018,1088,3,2017-01-02,2017-01-08
1022,1585,4,2017-01-22,2017-02-19
1023,1095,9,2017-01-02,2017-01-31
1025,5198,3,2017-02-17,2017-02-23
1028,2951,3,2017-02-15,2017-02-26
1036,1295,3,2017-01-05,2017-02-23
1056,3476,3,2017-01-17,2017-01-29
1084,1236,3,2017-01-05,2017-02-23
1208,3120,3,2017-01-21,2017-02-15
1218,1257,3,2017-01-03,2017-01-10
1228,3974,3,2017-01-22,2017-02-03
1243,1576,4,2017-01-26,2017-02-11
1247,1542,5,2017-01-13,2017-02-28
1263,1686,4,2017-01-10,2017-02-18
1269,2554,4,2017-01-26,2017-02-11
1269,4464,3,2017-02-10,2017-02-26
1271,3949,3,2017-01-22,2017-02-23
1287,1576,4,2017-01-13,2017-02-03
1298,1598,4,2017-01-26,2017-02-11
1303,1378,3,2017-01-03,2017-01-25
1309,1387,4,2017-01-03,2017-02-21
1315,4084,3,2017-02-20,2017-02-25
1321,2985,3,2017-02-13,2017-02-21
1332,4359,3,2017-02-20,2017-02-25
1354,1371,3,2017-01-03,2017-02-04
1356,1388,4,2017-01-03,2017-02-26
1358,3635,4,2017-02-13,2017-02-23
1363,1365,3,2017-01-03,2017-02-15
1367,1844,3,2017-02-04,2017-02-10
1370,2758,4,2017-02-04,2017-02-26
1398,2965,4,2017-02-13,2017-02-26
1442,1864,3,2017-01-20,2017-02-27
1472,1859,5,2017-01-16,2017-02-18
1484,2511,6,2017-02-02,2017-03-01
1484,3152,4,2017-02-02,2017-02-10
1498,4611,3,2017-02-07,2017-02-28
1506,3914,4,2017-01-22,2017-02-28
1515,1560,3,2017-01-07,2017-02-23
1532,1553,3,2017-01-07,2017-01-22
1544,2681,4,2017-01-13,2017-02-03
1553,1569,3,2017-01-07,2017-01-22
1610,1690,3,2017-01-07,2017-02-17
1619,1654,4,2017-01-07,2017-02-26
1637,1654,3,2017-01-07,2017-01-24
1682,3116,3,2017-01-21,2017-01-30
1702,1744,4,2017-01-08,2017-03-01
1805,1891,3,2017-01-08,2017-02-07
1819,1862,3,2017-01-08,2017-02-19
